#SampleID	env_package	empo_1	empo_2	empo_3	is_emp	is_agp
2192.H01a.Bedroom.Floor.268.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000040352	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H01a.Hand.319.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Bathroom.Door.Knob.2742.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000012616	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000038410	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000085117	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H03a.Kitchen.Counter.1273.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000054337	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000046902	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000102981	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000041063	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H07b.Cat.Fur.4022.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000038375	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000105632	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H01a.Bathroom.Door.Knob.102.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H01a.Kitchen.Light.Switch.243.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H01a.Kitchen.Light.Switch.27.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H01a.Hand.157.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H06b.Hand.3202.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007470	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000007224	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000036684	human-oral	Host-associated	Animal	Animal secretion	False	True
2192.H03a.Hand.1495.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007616	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000003796	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.X00214213	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L2S292.s.2.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000028941	human-oral	Host-associated	Animal	Animal secretion	False	True
2192.H02a.Front.Door.Knob.893.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000031359	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000068002	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000005573	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000154476	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H02a.Hand.799.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.X00180469	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.X00191358	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L2S337.s.2.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007346	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H05b.Hand.2746.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H04a.Dog.Nose.1893.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007559	human-skin	Host-associated	Animal	Animal surface	False	True
894.YY1205.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.OS588.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.OS585.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut	True	False
1056.Myr.tri.Seat.1.03E03	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.YY1846.lane2.NoIndex.L002	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.OS594.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut	True	False
755.EF.GAMMA.09.06.11.lane1.NoIndex.L001	water	Free-living	Non-saline	Water (non-saline)	True	False
894.OS593.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.SV1744.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
945.P9.D11.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)	True	False
1056.Myr.tri.Seat.16.04I10	host-associated	Host-associated	Animal	Animal distal gut	True	False
1056.Myr.tri.Seat.13.04I17	host-associated	Host-associated	Animal	Animal distal gut	True	False
1747.207507.10512.fecal	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.OS586.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.OS536.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.OS1918.lane2.NoIndex.L002	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.UY1798.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
945.P9.D8.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)	True	False
945.P9.A4.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)	True	False
894.SV1768.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
755.EF.DELTA.09.06.11.lane1.NoIndex.L001	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000110073	human-gut	Host-associated	Animal	Animal distal gut	False	True
894.OS1263.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
1056.Myr.tri.Seat.5.3502	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.SV1766.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
10317.000013434	human-gut	Host-associated	Animal	Animal distal gut	False	True
894.YY1635.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.YY1153.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
945.P9.D5.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)	True	False
894.YY1624.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
1056.Myr.tri.Seat.12.04F01	host-associated	Host-associated	Animal	Animal distal gut	True	False
1056.Myr.tri.Seat.20.04K11	host-associated	Host-associated	Animal	Animal distal gut	True	False
1056.Ory.afe.Cinci.2	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.GV1898.lane2.NoIndex.L002	host-associated	Host-associated	Animal	Animal distal gut	True	False
1056.Man.pen.Leip.2	host-associated	Host-associated	Animal	Animal distal gut	True	False
945.P9.E5.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)	True	False
1056.Ory.afe.Colch.4	host-associated	Host-associated	Animal	Animal distal gut	True	False
10317.000041949	human-gut	Host-associated	Animal	Animal distal gut	False	True
1056.Myr.tri.Seat.1.04J06	host-associated	Host-associated	Animal	Animal distal gut	True	False
1056.Myr.tri.Seat.18.04L01	host-associated	Host-associated	Animal	Animal distal gut	True	False
1056.Myr.tri.Seat.6.04K03	host-associated	Host-associated	Animal	Animal distal gut	True	False
10317.000108653	human-gut	Host-associated	Animal	Animal distal gut	False	True
894.OS1268.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
945.P9.H3.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)	True	False
1056.Myr.tri.Seat.27.04K10	host-associated	Host-associated	Animal	Animal distal gut	True	False
1056.Cho.hof.Atlan.1	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.OS1258.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.UY661.lane3.NoIndex.L003.r	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.UY1790.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.Arm1985.lane2.NoIndex.L002	host-associated	Host-associated	Animal	Animal distal gut	True	False
10317.000063241	human-skin	Host-associated	Animal	Animal surface	False	True
894.YY1588.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
894.YY1592.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
10317.000063242	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000063243	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000063244	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000063236	human-skin	Host-associated	Animal	Animal surface	False	True
2382.HE003.C181.HA.3.363.root.9.11.lane1.NoIndex.L001.sequences	plant-associated	Host-associated	Plant	Plant rhizosphere	True	False
10317.000096895	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H04a.Hand.2074.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
1799.16.N.SD12	host-associated	Host-associated	Animal	Animal corpus	True	False
2192.H01a.Hand.250.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
945.P10.G4.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)	True	False
1747.v.indicus.58.oral	host-associated	Host-associated	Animal	Animal secretion	True	False
10317.000092756	human-gut	Host-associated	Animal	Animal distal gut	False	True
1747.c.v.v.2011009.body	host-associated	Host-associated	Animal	Animal surface	True	False
2382.DPOO1.C1.HA.1.228.root.9.11.lane1.NoIndex.L001.sequences	plant-associated	Host-associated	Plant	Plant rhizosphere	True	False
1721.S3M	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1799.L3.L3	host-associated	Host-associated	Animal	Animal corpus	True	False
1799.88.N.SD.Pum28	host-associated	Host-associated	Animal	Animal corpus	True	False
10317.000066442	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000031215	human-gut	Host-associated	Animal	Animal distal gut	False	True
1799.L5.L5	host-associated	Host-associated	Animal	Animal corpus	True	False
10317.000005953	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000022990	human-gut	Host-associated	Animal	Animal distal gut	False	True
894.UY783.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut	True	False
804.H02.072605.R0621	hydrothermal seep	Free-living	Saline	Surface (saline)	True	False
894.YY1845.lane2.NoIndex.L002	host-associated	Host-associated	Animal	Animal distal gut	True	False
1056.Ory.afe.Colch.9	host-associated	Host-associated	Animal	Animal distal gut	True	False
10317.000096903	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000010343	human-skin	Host-associated	Animal	Animal surface	False	True
894.UY786.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut	True	False
2192.H04a.Dog.Nose.2082.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000011348	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000006104	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000082544	human-gut	Host-associated	Animal	Animal distal gut	False	True
945.P8.A8.lane2.NoIndex.L002	water	Free-living	Non-saline	Water (non-saline)	True	False
910.CuracaoCCA4A	host-associated	Host-associated	Animal	Animal corpus	True	False
10317.000072075	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L4S4.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000033203	human-gut	Host-associated	Animal	Animal distal gut	False	True
945.P14.H11.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)	True	False
894.GV1001.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
10317.000044526	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H04a.Dog.Nose.1920.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000046267	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000108769	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000031420	human-gut	Host-associated	Animal	Animal distal gut	False	True
1064.W.CV351	host-associated	Host-associated	Animal	Animal corpus	True	False
804.3862.1325	hydrothermal seep	Free-living	Saline	Surface (saline)	True	False
10317.000009713	human-skin	Host-associated	Animal	Animal surface	False	True
1747.boga.23290.oral	host-associated	Host-associated	Animal	Animal secretion	True	False
10317.000050667	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000048389	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000109047	human-oral	Host-associated	Animal	Animal secretion	False	True
945.P1.A6.lane2.NoIndex.L002	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000048390	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000015709	human-skin	Host-associated	Animal	Animal surface	False	True
945.P9.D12.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)	True	False
894.OS736.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut	True	False
10317.000112124	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000030265	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000015255	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000033177	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000041069	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H04a.Foot.1934.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
910.AcrLT2	host-associated	Host-associated	Animal	Animal corpus	True	False
10317.000112132	human-gut	Host-associated	Animal	Animal distal gut	False	True
945.P5.G1.lane2.NoIndex.L002	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000012474	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000012520	human-skin	Host-associated	Animal	Animal surface	False	True
1721.B30M	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000050512	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000002381	human-oral	Host-associated	Animal	Animal secretion	False	True
