#SampleID	swab_id	orig_sample_name	avg_percent_humidity	total_precipitation_in	total_precipitation_cm	weather_station	description	processing_control	control	gDNA_concentration	shotgon_library_concentration	16S_seqs	reads_used	below_threshold	extraction_plate	days_since_placement	season	geo_loc_name	soil_max_temp_c	soil_mean_temp_c	soil_min_temp_c	swab_barcode1	swab_barcode2	temp_c_max	temp_c_min	temp_c_average	time_since_death_to_cooling	tot_mass	soil_add_0c	soil_add_4c	soil_add_5c	soil_add_6c	soil_control	soil_temp_average	soil_temp_max	soil_temp_min	weight	maggot_notes	maggots	megyesi_score	megyesi_stage	notes	placement_head_direction	qiita_study_id	sample_collection_date	sample_type	sample_type_soil_control	scavenging_activity	scavenging_notes	scientific_name	sex	host_scientific_name	host_subject_id	validation_set	Testing	host_taxa_id	humidity_max	humidity_min	initial_body_condition	latitude	longitude	donor_storage	donor_storage_days	env_type	height	host_common_name	body_site	cause_of_death	country	date_of_death	days_of_decomposition	add_0c	add_0c_group	facility	add_facility	old_add_0c	old_add_4c	old_add_5c	age	ahd_humidity	ambient_max_temp_c	ambient_min_temp_c	ambient_temp_avg	approximate_age	autopsy	qiita_study	reextracted	hiseq_or_novaseq_better	shotgun_barcode_used
#q2:types	categorical	categorical	numeric	numeric	numeric	categorical	categorical	categorical	categorical	numeric	numeric	numeric	numeric	categorical	categorical	numeric	categorical	categorical	numeric	numeric	numeric	categorical	categorical	numeric	numeric	numeric	categorical	numeric	numeric	numeric	numeric	numeric	categorical	numeric	numeric	numeric	numeric	categorical	categorical	numeric	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	numeric	numeric	categorical	numeric	numeric	categorical	categorical	categorical	numeric	categorical	categorical	categorical	categorical	categorical	numeric	numeric	categorical	categorical	categorical	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	categorical	categorical	categorical	categorical	categorical
25884_S1298_L003	25884	soil.hip.UTK.K016.01.2016.04.13.day9	51.3	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.818	3.452	29937	6134137	n	3	8	spring	USA:Tennessee:Knoxville	13.64	13.1	12.55	25884	25885	21.66666667	6.111111111	13.88888889	hours	104	95.53	63.53	55.53	47.53	n					y	y	3	early		south	11271	4/13/16	soil	soil	y	More L. Arm	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	86	33.3	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		90.27777779	active	ARF	activeARF	110.58	78.57	70.54	83						n	11271	n	novaseq	25884
25870_S1333_L003	25870	soil.hip.UTK.K016.01.2016.04.12.day8	78.9	0.26	0.6604	McGhee Tyson Airport Station	soil.hip	n	n	0.405	26.188	37671	3381831	n	5	7	spring	USA:Tennessee:Knoxville	13.39	12.88	12.36	25870	25871	18.33333333	9.444444444	13.88888889	hours	104	82.43	54.43	47.43	40.43	n					y	y	3	early		south	11271	4/12/16	soil	soil	y	Add L. Elbow	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	100	43.4	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		76.3888889	active	ARF	activeARF	95.29	67.28	60.25	83					63	n	11271	n	novaseq	25870
25868_S1303_L003	25868	soil.hip.UTK.K016.01.2016.04.10.day6	48.5	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.586	10.11	18743	3426317	n	3	5	spring	USA:Tennessee:Knoxville	11.52	10.95	10.37	25868	25869	16.66666667	-1.111111111	7.777777778	hours	104	57.87	37.87	32.87	27.87	n					n	n	3	early		south	11271	4/10/16	soil	soil	y	Same areas	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	78.8	26	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		48.33333334	early	ARF	earlyARF	63.21	43.2	38.18	83						n	11271	n	novaseq	25868
25858_S1345_L003	25858	soil.ctrl.UTK.K016.01.2016.04.11.day7	57.1	0	0	McGhee Tyson Airport Station	soil.control	n	y	0.007	3.301	6542	2396514	n	5	6	spring	USA:Tennessee:Knoxville	12.36	11.68	11.01	25858	not_applicable	22.22222222	6.111111111	14.16666667	hours	104	69.56	45.56	39.56	33.56	y					n	n	3	early		south	11271	4/11/16	soil	soil_control	y	Same areas	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	84.2	27.9	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	not_applicable	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		62.50000001	NA	ARF	NA	78.12	54.11	48.08	83						n	11271	n	novaseq	25858
25850_S1299_L003	25850	soil.hip.UTK.K016.01.2016.04.11.day7	57.1	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.52	3.268	31610	1127517	n	3	6	spring	USA:Tennessee:Knoxville	12.36	11.68	11.01	25850	25851	22.22222222	6.111111111	14.16666667	hours	104	69.56	45.56	39.56	33.56	n					n	n	3	early		south	11271	4/11/16	soil	soil	y	Same areas	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	84.2	27.9	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		62.50000001	active	ARF	activeARF	78.12	54.11	48.08	83						n	11271	n	novaseq	25850
25834_S1301_L003	25834	soil.hip.UTK.K016.01.2016.04.08.day4	52.6	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.179	17.43	20037	1491107	n	3	3	spring	USA:Tennessee:Knoxville	12.67	12.36	12.05	25834	25835	13.88888889	6.111111111	10	hours	104	35.21	23.21	20.21	17.21	n					n	n	3	early		south	11271	4/8/16	soil	soil	y	Same areas	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	75.9	29.4	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		33.05555556	early	ARF	earlyARF	41.75	29.74	26.72	83		16.7	25.9	20.5	64	n	11271	n	novaseq	25834
25832_S1306_L003	25832	soil.hip.UTK.K016.01.2016.04.06.day2	60.5	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.133	14.019	23300	1319789	n	3	1	spring	USA:Tennessee:Knoxville	11.4	10.83	10.26	25832	25833	20	1.111111111	10.55555556	hours	104	10.83	6.83	5.83	4.83	n					n	n	3	early		south	11271	4/6/16	soil	soil	y	NECK	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	100	25.5	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		10.55555556	early	ARF	earlyARF	12.91	8.9	7.91	83		14.3	23.4	19.8	83	n	11271	n	novaseq	25832
25814_S1330_L003	25814	soil.hip.UTK.K016.01.2016.04.07.day3	68.9	0.71	1.8034	McGhee Tyson Airport Station	soil.hip	n	n	0.21	24.077	9925	2065887	n	5	2	spring	USA:Tennessee:Knoxville	12.64	12.02	11.4	25814	25815	17.77777778	7.222222222	12.5	hours	104	22.84	14.84	12.84	10.84	n					n	n	3	early		south	11271	4/7/16	soil	soil	y	Neck/Upper chest; Lower R. Abdomen	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	100	0	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		23.05555556	early	ARF	earlyARF	27.73	19.72	17.7	83					63	n	11271	n	novaseq	25814
25812_S1337_L003	25812	soil.hip.UTK.K016.01.2016.04.05.day1	43.6	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.372	24.578	16472	2219514	n	5	0	spring	USA:Tennessee:Knoxville	21.37	16.16	10.95	25812	25813	14.44444444	3.888888889	9.166666667	hours	104	0	0	0	0	n					n	n	3	day0		south	11271	4/5/16	soil	soil	n	not_applicable	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	69.7	15.2	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		0	day0	ARF	day0ARF	0	0	0	83		18.2	29.3	24.1	64	n	11271	n	novaseq	25812
25797_S2119_L003	25797	soil.hip.CMU.16.05.2016.mo.day9	36.2	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0	0.674	1085	8927379	n	2	8	spring	USA:Colorado:Grand_Junction				25796	25797	21.11111111	4.444444444	12.77777778	unknown	85	81.21	49.21	41.21	33.21	n					0	y	9	active		unknown	11271	4/5/16	soil	soil	n	not_applicable	unknown	female	not_applicable	CMU_Mrs._16_05	n	Train	not_applicable	55.3	11.8	"hospital apparel removed; livor mortis on posterior half of body, head, and arms resulting in red discoloration; hernia like protrusion from lower abdomen"	39.08	-108.55	y	3	unknown	163	not_applicable	soil.hip	cardiovascular disease	USA	3/23/16		69.44444445	active	FIRS	activeFIRS	66.03	36.14	29.64	72						n	11271	y	novaseq	25797
25779_S2096_L003	25779	soil.hip.CMU.16.05.2016.mo.day10	38.8	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0	0.837	14539	754213	n	3	9	spring	USA:Colorado:Grand_Junction				25778	25779	20	0.555555556	10.27777778	unknown	85	94.04	58.04	49.04	40.04	n					0	y	9	active		unknown	11271	4/6/16	soil	soil	n	not_applicable	unknown	female	not_applicable	CMU_Mrs._16_05	n	Train	not_applicable	52.2	14.6	"hospital apparel removed; livor mortis on posterior half of body, head, and arms resulting in red discoloration; hernia like protrusion from lower abdomen"	39.08	-108.55	y	3	unknown	163	not_applicable	soil.hip	cardiovascular disease	USA	3/23/16		79.72222223	active	FIRS	activeFIRS	75.7	41.7	34.2	72						n	11271	y	novaseq	25779
25741_S2063_L003	25741	soil.hip.CMU.16.05.2016.mo.day4	77.9	0.08	0.2032	Grand Junction Regional Airport Station	soil.hip	n	n	0.004	4.124	40406	6151105	n	2	3	spring	USA:Colorado:Grand_Junction				25740	25741	10.55555556	-1.666666667	4.444444444	unknown	85	26.32	14.32	11.32	8.32	n					0	n	8	active		unknown	11271	3/31/16	soil	soil	n	not_applicable	unknown	female	not_applicable	CMU_Mrs._16_05	n	Train	not_applicable	94.9	44.8	"hospital apparel removed; livor mortis on posterior half of body, head, and arms resulting in red discoloration; hernia like protrusion from lower abdomen"	39.08	-108.55	y	3	unknown	163	not_applicable	soil.hip	cardiovascular disease	USA	3/23/16		15.83333333	early	FIRS	earlyFIRS	13.84	3.78	2.28	72						n	11271	y	novaseq	25741
25727_S2076_L003	25727	soil.hip.CMU.16.05.2016.mo.day3	83.5	0.18	0.4572	Grand Junction Regional Airport Station	soil.hip	n	n	0	3.059	15126	12534454	n	2	2	spring	USA:Colorado:Grand_Junction				25726	25727	8.888888889	-1.111111111	3.888888889	unknown	85	19.64	11.64	9.64	7.64	n					0	n	7	active		unknown	11271	3/30/16	soil	soil	n	not_applicable	unknown	female	not_applicable	CMU_Mrs._16_05	n	Train	not_applicable	93.5	39.8	"hospital apparel removed; livor mortis on posterior half of body, head, and arms resulting in red discoloration; hernia like protrusion from lower abdomen"	39.08	-108.55	y	3	unknown	163	not_applicable	soil.hip	cardiovascular disease	USA	3/23/16		11.38888889	early	FIRS	earlyFIRS	9.86	3.71	2.28	72						n	11271	y	novaseq	25727
25724_S1268_L003	25724	soil.hip.CMU.16.05.2016.mo.day1	26.7	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0.016	7.124	38342	3372376	n	2	0	spring	USA:Colorado:Grand_Junction				25724	25725	18.88888889	5.555555556	12.22222222	unknown	85	0	0	0	0	n					0	n	7	day0		unknown	11271	3/28/16	soil	soil	n	not_applicable	unknown	female	not_applicable	CMU_Mrs._16_05	n	Train	not_applicable	41.3	15.2	"hospital apparel removed; livor mortis on posterior half of body, head, and arms resulting in red discoloration; hernia like protrusion from lower abdomen"	39.08	-108.55	y	3	unknown	163	not_applicable	soil.hip	cardiovascular disease	USA	3/23/16		0	day0	FIRS	day0FIRS	0	0	0	72						n	11271	n	novaseq	25724
25706_S1262_L003	25706	soil.hip.CMU.16.05.2016.mo.day2	79.4	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0.153	24.117	10021	1293143	n	2	1	spring	USA:Colorado:Grand_Junction				25706	25707	14.44444444	0.555555556	7.5	unknown	85	10.38	6.38	5.38	4.38	n					0	n	7	active		unknown	11271	3/29/16	soil	soil	n	not_applicable	unknown	female	not_applicable	CMU_Mrs._16_05	n	Train	not_applicable	93.4	33	"hospital apparel removed; livor mortis on posterior half of body, head, and arms resulting in red discoloration; hernia like protrusion from lower abdomen"	39.08	-108.55	y	3	unknown	163	not_applicable	soil.hip	cardiovascular disease	USA	3/23/16		7.5	early	FIRS	earlyFIRS	6.9	3.28	2.28	72						n	11271	n	novaseq	25706
25690_S1375_L003	25690	soil.hip.UTK.K016.02.2016.05.03.day21	79.3	0.27	0.6858	McGhee Tyson Airport Station	soil.hip	n	n	3.205	1.925	20333	1123487	n	6	20	spring	USA:Tennessee:Knoxville	21.36	21.23	21.1	25690	25691	22.22222222	15	18.61111111	1 Day	72	371.85	291.85	271.85	251.85	n					y	y	25	advanced		south	11271	5/3/16	soil	soil	y	No new	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	0	0	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		394.4444444	advanced	ARF	advancedARF	396	316	355.8	67					95	n	11271	n	novaseq	25690
25688_S1294_L003	25688	soil.hip.CMU.16.05.2016.mo.day21	57	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0.101	14.861	10893	1669999	n	3	20	spring	USA:Colorado:Grand_Junction				25688	25689	10.55555556	2.777777778	6.666666667	unknown	85	264.49	184.49	164.49	144.49	n					0	n	18	advanced		unknown	11271	4/17/16	soil	soil	n	not_applicable	unknown	female	not_applicable	CMU_Mrs._16_05	n	Train	not_applicable	84.6	36.8	"hospital apparel removed; livor mortis on posterior half of body, head, and arms resulting in red discoloration; hernia like protrusion from lower abdomen"	39.08	-108.55	y	3	unknown	163	not_applicable	soil.hip	cardiovascular disease	USA	3/23/16		214.1666667	advanced	FIRS	advancedFIRS	197.13	136.93	118.43	72						n	11271	n	novaseq	25688
25678_S1349_L003	25678	soil.ctrl.UTK.K016.01.2016.04.25.day21	59.9	0	0	McGhee Tyson Airport Station	soil.control	n	y	0.283	9.563	55226	2912597	n	6	20	spring	USA:Tennessee:Knoxville	35.15	33.98	32.8	25678	not_applicable	27.77777778	12.77777778	20.27777778	hours	104	417.95	337.95	317.95	297.95	y					y	y	23	advanced		south	11271	4/25/16	soil	soil_control	y	On right hand	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	97	41.9	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	not_applicable	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		313.8888889	NA	ARF	NA	343.33	263.32	243.29	83					59	n	11271	n	novaseq	25678
25670_S1348_L003	25670	soil.hip.UTK.K016.01.2016.04.25.day21	59.9	0	0	McGhee Tyson Airport Station	soil.hip	n	n	2.051	6.472	21618	5929888	n	6	20	spring	USA:Tennessee:Knoxville	35.15	33.98	32.8	25670	25671	27.77777778	12.77777778	20.27777778	hours	104	417.95	337.95	317.95	297.95	n					y	y	23	advanced		south	11271	4/25/16	soil	soil	y	On right hand	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	97	41.9	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		313.8888889	advanced	ARF	advancedARF	343.33	263.32	243.29	83					95	n	11271	n	novaseq	25670
25669_S2120_L003	25669	soil.hip.CMU.16.05.2016.mo.day20	63.5	0.14	0.3556	Grand Junction Regional Airport Station	soil.hip	n	n	0	1.442	4170	1761280	n	3	19	spring	USA:Colorado:Grand_Junction				25668	25669	9.444444444	3.888888889	6.666666667	unknown	85	252.64	176.64	157.64	138.64	n					0	y	19	advanced		unknown	11271	4/16/16	soil	soil	n	not_applicable	unknown	female	not_applicable	CMU_Mrs._16_05	n	Train	not_applicable	85.9	47.9	"hospital apparel removed; livor mortis on posterior half of body, head, and arms resulting in red discoloration; hernia like protrusion from lower abdomen"	39.08	-108.55	y	3	unknown	163	not_applicable	soil.hip	cardiovascular disease	USA	3/23/16		207.5	advanced	FIRS	advancedFIRS	190.07	132.94	115.44	72						n	11271	y	novaseq	25669
25655_S2125_L003	25655	soil.hip.CMU.16.05.2016.mo.day19	80.3	0.1	0.254	Grand Junction Regional Airport Station	soil.hip	n	n	0.003	2.623	15327	15397972	n	3	18	spring	USA:Colorado:Grand_Junction				25654	25655	8.333333333	3.888888889	6.111111111	unknown	85	238.73	166.73	148.73	130.73	n					0	y	17	advanced		unknown	11271	4/15/16	soil	soil	n	not_applicable	unknown	female	not_applicable	CMU_Mrs._16_05	n	Train	not_applicable	89	67.4	"hospital apparel removed; livor mortis on posterior half of body, head, and arms resulting in red discoloration; hernia like protrusion from lower abdomen"	39.08	-108.55	y	3	unknown	163	not_applicable	soil.hip	cardiovascular disease	USA	3/23/16		200.8333333	advanced	FIRS	advancedFIRS	183.4	130.27	113.77	72						n	11271	y	novaseq	25655
25653_S2110_L003	25653	soil.hip.CMU.16.05.2016.mo.day17	44.5	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0	0.158	15304	2452070	n	3	16	spring	USA:Colorado:Grand_Junction				25652	25653	23.33333333	6.666666667	15	unknown	85	203.43	139.43	123.43	107.43	n					0	y	15	active		unknown	11271	4/13/16	soil	soil	n	not_applicable	unknown	female	not_applicable	CMU_Mrs._16_05	n	Train	not_applicable	66.5	24.7	"hospital apparel removed; livor mortis on posterior half of body, head, and arms resulting in red discoloration; hernia like protrusion from lower abdomen"	39.08	-108.55	y	3	unknown	163	not_applicable	soil.hip	cardiovascular disease	USA	3/23/16		179.7222222	active	FIRS	activeFIRS	160.29	115.16	100.66	72						n	11271	y	novaseq	25653
25633_S2187_L003	25633	soil.hip.CMU.16.05.2016.mo.day16	48.2	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0	0.338	7082	1559887	n	3	15	spring	USA:Colorado:Grand_Junction				25632	25633	21.66666667	7.777777778	14.72222222	unknown	85	185.98	125.98	110.98	95.98	n					0	y	14	active		unknown	11271	4/12/16	soil	soil	n	not_applicable	unknown	female	not_applicable	CMU_Mrs._16_05	n	Train	not_applicable	69.2	23.9	"hospital apparel removed; livor mortis on posterior half of body, head, and arms resulting in red discoloration; hernia like protrusion from lower abdomen"	39.08	-108.55	y	3	unknown	163	not_applicable	soil.hip	cardiovascular disease	USA	3/23/16		164.7222222	active	FIRS	activeFIRS	151.1	103.74	90.24	72						n	11271	y	novaseq	25633
25619_S2124_L003	25619	soil.hip.CMU.16.05.2016.mo.day15	53.1	0.02	0.0508	Grand Junction Regional Airport Station	soil.hip	n	n	0	0.168	3835	791754	n	5	14	spring	USA:Colorado:Grand_Junction				25618	25619	21.66666667	5	13.33333333	unknown	85	169.31	113.31	99.31	85.31	n					0	y	13	active		unknown	11271	4/11/16	soil	soil	n	not_applicable	unknown	female	not_applicable	CMU_Mrs._16_05	n	Train	not_applicable	81.8	22.2	"hospital apparel removed; livor mortis on posterior half of body, head, and arms resulting in red discoloration; hernia like protrusion from lower abdomen"	39.08	-108.55	y	3	unknown	163	not_applicable	soil.hip	cardiovascular disease	USA	3/23/16		150	active	FIRS	activeFIRS	147.12	93.56	81.06	72						n	11271	y	novaseq	25619
25617_S2259_L003	25617	soil.hip.CMU.16.05.2016.mo.day13	76.2	0.02	0.0508	Grand Junction Regional Airport Station	soil.hip	n	n	0.003	1.48	9455	12715187	n	3	12	spring	USA:Colorado:Grand_Junction				25616	25617	16.66666667	9.444444444	13.05555556	unknown	85	138.78	90.78	78.78	66.78	n					0	n	12	active		unknown	11271	4/9/16	soil	soil	n	not_applicable	unknown	female	not_applicable	CMU_Mrs._16_05	n	Train	not_applicable	82.7	41.6	"hospital apparel removed; livor mortis on posterior half of body, head, and arms resulting in red discoloration; hernia like protrusion from lower abdomen"	39.08	-108.55	y	3	unknown	163	not_applicable	soil.hip	cardiovascular disease	USA	3/23/16		123.3333333	active	FIRS	activeFIRS	118.95	74.33	63.83	72						n	11271	y	novaseq	25617
25599_S2229_L003	25599	soil.hip.CMU.16.05.2016.mo.day14	63.3	0.28	0.7112	Grand Junction Regional Airport Station	soil.hip	n	n	0.002	1.313	18592	12278965	n	3	13	spring	USA:Colorado:Grand_Junction				25598	25599	18.88888889	7.777777778	13.33333333	unknown	85	153.89	101.89	88.89	75.89	n					0	y	13	active		unknown	11271	4/10/16	soil	soil	n	not_applicable	unknown	female	not_applicable	CMU_Mrs._16_05	n	Train	not_applicable	83.2	27.5	"hospital apparel removed; livor mortis on posterior half of body, head, and arms resulting in red discoloration; hernia like protrusion from lower abdomen"	39.08	-108.55	y	3	unknown	163	not_applicable	soil.hip	cardiovascular disease	USA	3/23/16		136.6666667	active	FIRS	activeFIRS	133	84.73	73.23	72						n	11271	y	novaseq	25599
25596_S1296_L003	25596	soil.hip.CMU.16.05.2016.mo.day12	31.1	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0	3.975	20411	1677805	n	3	11	spring	USA:Colorado:Grand_Junction				25596	25597	25.55555556	8.333333333	16.94444444	unknown	85	122.78	78.78	67.78	56.78	n					0	n	13	active		unknown	11271	4/8/16	soil	soil	n	not_applicable	unknown	female	not_applicable	CMU_Mrs._16_05	n	Train	not_applicable	51.1	16	"hospital apparel removed; livor mortis on posterior half of body, head, and arms resulting in red discoloration; hernia like protrusion from lower abdomen"	39.08	-108.55	y	3	unknown	163	not_applicable	soil.hip	cardiovascular disease	USA	3/23/16		110.2777778	active	FIRS	activeFIRS	105.59	63.44	53.94	72						n	11271	y	novaseq	25596
25583_S2130_L003	25583	soil.hip.CMU.16.04.2016.mo.day20	38.8	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0	0.986	6248	9286275	n	3	19	spring	USA:Colorado:Grand_Junction				25582	25583	20	0.555555556	10.27777778	unknown	84	200.17	124.17	105.17	86.17	n					0	y	19	advanced		unknown	11271	4/6/16	soil	soil	n	not_applicable	unknown	male	not_applicable	CMU_Mr._16_04	n	Train	not_applicable	52.2	14.6	hospital apparel removed; livor mortis on posterior half of body and arms resulting in red to dark red discoloration; blood/medical purge coming from mouth; skin extremely thin	39.08	-108.55	y	2	unknown	184	not_applicable	soil.hip	congestive heart failure	USA	3/16/16		160	active	FIRS	activeFIRS	158.66	83.58	66.35	97						n	11271	y	novaseq	25583
25581_S2157_L003	25581	soil.hip.CMU.16.04.2016.mo.day18	40.3	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0.005	2.495	20163	987437	n	2	17	spring	USA:Colorado:Grand_Junction				25580	25581	22.77777778	5.555555556	14.16666667	unknown	84	173.09	105.09	88.09	71.09	n					0	y	13	active		unknown	11271	4/4/16	soil	soil	n	not_applicable	unknown	male	not_applicable	CMU_Mr._16_04	n	Train	not_applicable	49.6	19	hospital apparel removed; livor mortis on posterior half of body and arms resulting in red to dark red discoloration; blood/medical purge coming from mouth; skin extremely thin	39.08	-108.55	y	2	unknown	184	not_applicable	soil.hip	congestive heart failure	USA	3/16/16		136.9444445	active	FIRS	activeFIRS	136.87	69.96	54.73	97						n	11271	y	novaseq	25581
25563_S2204_L003	25563	soil.hip.CMU.16.04.2016.mo.day19	36.2	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0	1.454	19612	11476516	n	2	18	spring	USA:Colorado:Grand_Junction				25562	25563	21.11111111	4.444444444	12.77777778	unknown	84	187.34	115.34	97.34	79.34	n					0	y	19	advanced		unknown	11271	4/5/16	soil	soil	n	not_applicable	unknown	male	not_applicable	CMU_Mr._16_04	n	Train	not_applicable	55.3	11.8	hospital apparel removed; livor mortis on posterior half of body and arms resulting in red to dark red discoloration; blood/medical purge coming from mouth; skin extremely thin	39.08	-108.55	y	2	unknown	184	not_applicable	soil.hip	congestive heart failure	USA	3/16/16		149.7222222	active	FIRS	activeFIRS	148.99	78.02	61.78	97						n	11271	y	novaseq	25563
25560_S1249_L003	25560	soil.hip.CMU.16.04.2016.mo.day17	43.6	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0.046	16.667	17861	798776	n	1	16	spring	USA:Colorado:Grand_Junction				25560	25561	20.55555556	2.222222222	11.38888889	unknown	84	159.85	95.85	79.85	63.85	n					0	y	15	active		unknown	11271	4/3/16	soil	soil	n	not_applicable	unknown	male	not_applicable	CMU_Mr._16_04	n	Train	not_applicable	62.3	16.3	hospital apparel removed; livor mortis on posterior half of body and arms resulting in red to dark red discoloration; blood/medical purge coming from mouth; skin extremely thin	39.08	-108.55	y	2	unknown	184	not_applicable	soil.hip	congestive heart failure	USA	3/16/16		122.7777778	active	FIRS	activeFIRS	122.61	58.84	44.61	97						n	11271	n	novaseq	25560
25546_S1245_L003	25546	soil.hip.CMU.16.04.2016.mo.day16	47	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0.012	7.215	18961	1598536	n	1	15	spring	USA:Colorado:Grand_Junction				25546	25547	17.22222222	0	8.611111111	unknown	84	148.97	88.97	73.97	58.97	n					0	y	14	active		unknown	11271	4/2/16	soil	soil	n	not_applicable	unknown	male	not_applicable	CMU_Mr._16_04	n	Train	not_applicable	79.2	23.9	hospital apparel removed; livor mortis on posterior half of body and arms resulting in red to dark red discoloration; blood/medical purge coming from mouth; skin extremely thin	39.08	-108.55	y	2	unknown	184	not_applicable	soil.hip	congestive heart failure	USA	3/16/16		111.3888889	active	FIRS	activeFIRS	111	51.01	37.78	97						n	11271	n	novaseq	25546
